Naam,ID,Clustering,Rank (Betweenness centr.),Rank (Eigenvector centr.),Fonds en functies
"Esselman, Leendert Willem",P123850,1.0,NA,NA,Lucht- en Ruimtevaartlaboratorium (2931) - Bestuursvoorzitter
"Groot, Wilhelmina Annemarie de",P130187,1.0,206,665,Robeco (51180) - Bestuurder
"Frielink, Ivo Reinier Maria",P100208,1.0,206,660,Robeco (51180) - Bestuursvoorzitter
"Remoortere, Paul Albert Eulalie van",P117319,1.0,206,808,De Hoop (6184) - Bestuurder
"Goense, Cornelis Petrus Rudolf",P132076,1.0,206,889,Accountancy (37678) - Bestuurder
"Hout, Jan van der",P132328,0.667,NA,NA,Buizerdlaan (60919) - Bestuurder<br />Allianz Nederland (46210) - Bestuurder
"Berg, Erwin van den",P110331,1.0,206,1034,SNS Reaal  (60701) - Bestuurder
"Maris, Williebrordus Jacobus van",P121269,1.0,NA,NA,Wijsmuller (50558) - Bestuursvoorzitter
"Witte, Peter Paul",P125869,1.0,206,612,Openbaar Vervoer (60276) - Bestuursvoorzitter
"Meenink-Bouwman, Raymond",P127030,1.0,206,384,Medewerkers Apotheken (15565) - Bestuurder
"Medico, Pieternella Enza Jenneke",P100154,1.0,NA,NA,Deutsche Bank Nederland (3062) - Bestuurder
"Hoogteijling, Andrea Wilhelmina",P121352,1.0,206,1116,Achmea (60917) - Bestuurder
"Kazemier, Leendert",P115255,1.0,NA,NA,Loodsen (12) - Bestuurder
"Kuipers, Jacob",P125615,1.0,206,541,Elsevier (50052) - Bestuurder
"Dobbelaar, Paul Joseph Maria",P110376,1.0,206,107,Vleesindustrie (14311) - Bestuurder
"Jong, Arjen Willem de",P113913,1.0,206,436,Technische Groothandel Vroegpensioen (60788) - Bestuurder
"Vos, Joris",P122667,1.0,NA,NA,Avebe (60602) - Bestuurder
"Blom, Johannes Cornelis",P101878,1.0,206,169,Betonproducten (15133) - Bestuurder
"Smit, Mannes",P111719,0.605,116,211,STIPP (60792) - Lid Raad van Toezicht<br />Dierenartsen (9) - Bestuursvoorzitter
"Weering, Irma Henriëtte",P131594,1.0,NA,NA,GE Artesia Bank (2585) - Bestuurder
"Zoethout, Bauke Piebe",P116472,1.0,NA,NA,Cargill (60294) - Bestuurder
"Bom, Cornelis Anthonij",P125793,1.0,206,872,Vopak (60882) - Bestuurder
"Roos, Peter Henk",P121065,1.0,206,275,"Schilders-, Afwerkings- en Glaszetbedrijf (10549) - Bestuurder"
"Oostland, Freerk",P104967,1.0,NA,NA,Avebe (60602) - Bestuurder
"Groenevelt, Hendrik Wllem",P110924,1.0,NA,NA,Grontmij (8416) - Bestuurder
"Wekking, Theodora Elisabeth Maria",P126372,1.0,206,1161,Aon Groep Nederland (20875) - Bestuurder
"Nieboer, Geert Jan",P127541,1.0,NA,NA,DSM (49417) - Bestuurder
"Oomen- Ruijten, Maria",P131025,1.0,206,353,Werk en (re)Integratie (PWRI) (60655) - Bestuurder
"Geboers, Herma Arnolda Norbertina",P117254,1.0,NA,NA,Delta Lloyd (16761) - Bestuurder
"Timmer, Coen Eric",P100294,1.0,NA,NA,Hewlett-Packard (60216) - Bestuurder
"Dahmen - Wesseling, Francisca",P130139,1.0,206,1164,Consumentenbond (60754) - Bestuurder
"Meijer, Martinus Arnoldus Johannes",P120579,1.0,NA,NA,Royal Leerdam (60886) - Bestuurder
"Vink, Ard Sebastiaan",P131607,1.0,NA,NA,HAL (2776) - Bestuursvoorzitter
"Polderman, Robert",P111951,1.0,NA,NA,Martinair Vliegers (60327) - Bestuurder
"Bergen, Vincent Emanuel van",P104734,1.0,206,515,ABN AMRO Bank (7113) - Bestuurder
"Verstraten, Marcel Cornelius Johannes",P109418,1.0,206,162,"Mode-, Interieur-, Tapijt- en Textielindustrie (MITT) (10541) - Bestuurder"
"Bijlsma, Martin Alexander",P132196,1.0,206,712,Security (60523) - Bestuurder
"Aarts, Gerardus Peter Cornelis",P114577,1.0,NA,NA,IFF (9873) - Bestuurder
"Meeusen, Alexander Ferdinand",P113851,1.0,NA,NA,Kuwait Petroleum Nederland (44) - Bestuurder
"Sikkema, Susanne Trudie",P132319,1.0,206,1080,Ballast Nedam (5514) - Bestuurder
"Berk, Pauline Johanna Gerarda van den",P121174,1.0,206,761,KLM-Cabinepersoneel (60109) - Bestuurder
"Veen, Gijbert Christiaan van der",P104240,1.0,NA,NA,Will Niemeijer (13579) - Bestuurder
"Niewold, Willem",P109923,1.0,NA,NA,PPG Industries  (60534) - Bestuurder
"Megchelse, Eveline Christine",P111342,1.0,NA,NA,Avery Dennison (60245) - Bestuurder
"Haker, Michel Jean Marie",P109805,1.0,NA,NA,Staples (48375) - Bestuursvoorzitter
"Hollander, Antonius Jacobus Maria de",P101007,1.0,206,1101,PepsiCo Nederland (60819) - Bestuurder
"Bracco Gartner, Margaretha Elisabeth Josephine",P125754,1.0,NA,NA,AFM (60961) - Bestuurder
"Bouwmeester, Gerhard",P108086,1.0,206,713,Security (60523) - Bestuurder
"Eekelen, Pieter Johannes Cornelis van",P121838,0.262,38,27,"Mode-, Interieur-, Tapijt- en Textielindustrie (MITT) (10541) - Lid Raad van Toezicht<br />Waterbouw (14400) - Lid Raad van Toezicht<br />Remia (60291) - Bestuursvoorzitter<br />Werk en (re)Integratie (PWRI) (60655) - Voorzitter Raad van Toezicht"
Bollen,P131610,1.0,NA,NA,British American Tobacco (3054) - Bestuurder
"Buijzen, Maurice John Henri Marie",P101998,1.0,206,1159,Aon Groep Nederland (20875) - Bestuurder
"Kroon, Anne-Marie Barbara",P131430,1.0,206,875,Vopak (60882) - Bestuurder
"Heuvel, Erik Richard van den",P100848,1.0,NA,NA,Allianz Nederland (46210) - Bestuurder
"Paanen, Pepijn",P109844,1.0,206,916,Blue Sky Group (60866) - Bestuurder
"Bal, Andreas Albertus",P120348,1.0,206,377,Medewerkers Apotheken (15565) - Bestuurder
"Essenberg, Hendrikus Arnoldus",P111060,1.0,206,466,KLM Algemeen (2199) - Bestuurder
"Radstake, Frank",P104249,1.0,206,489,Reisbranche (60709) - Bestuursvoorzitter
"Straatmeijer, Martin",P120821,1.0,206,434,TrueBlue (60896) - Voorzitter Raad van Toezicht
"Simon, Maas",P120260,0.187,17,4,Banden- en Wielen (60374) - Bestuurder<br />Vleeswaren Prepensionering (60755) - Lid Raad van Toezicht<br />Betonproducten (15133) - Lid Raad van Toezicht<br />Vleesindustrie (14311) - Voorzitter Raad van Toezicht<br />Slagersbedrijf (10561) - Voorzitter Raad van Toezicht<br />Molenaars (18397) - Lid Raad van Toezicht<br />TrueBlue (60896) - Lid Raad van Toezicht
"Ruijgrok, Johannes Theodorus",P120966,0.494,68,577,TNO (692) - Bestuurder<br />UWV (60889) - Voorzitter Raad van Toezicht
"Boot, Willem Jan",P117930,0.524,171,249,Reisbranche (60709) - Bestuurder<br />Architectenbureaus (16534) - Bestuursvoorzitter
"Feijter, Francois Martinus de",P101284,1.0,NA,NA,YARA (60914) - Bestuurder
"Vink, Menno Gijsbert",P132366,1.0,NA,NA,Douwe Egberts (4071) - Bestuurder
"Tiellemans, Gijsberdina Francisca Theodora",P122698,1.0,206,530,Nederlandsche Bank (7837) - Bestuurder
"Bolhuis, Jan Peter",P131013,1.0,NA,NA,Will Niemeijer (13579) - Bestuurder
"Goertz, Joseph",P118591,1.0,206,1113,Fresenius  (60212) - Bestuurder
"Vermin, Martinus Antonius Francisus",P126434,1.0,206,891,Accountancy (37678) - Bestuurder
"Vis, Albert",P114424,1.0,206,869,Vopak (60882) - Bestuurder
"Vries, Jan de",P101427,1.0,NA,NA,Honeywell (14682) - Bestuurder
"Hermans, Leonardus Johannes Cornelis",P126586,1.0,NA,NA,DuPont  (60697) - Bestuurder
"Schuurs, Robertus Antonius",P129670,1.0,206,926,AZL (60011) - Bestuurder
"Sluijs, Robert Wilhelmus August Johannes van der",P103826,1.0,NA,NA,Sligro (60834) - Bestuurder
"Esseboom, Margaretha",P112415,1.0,NA,NA,Chevron (5032) - Bestuurder
"Brouwer, Marco",P129504,1.0,NA,NA,Personeelspensioenfonds APG (2392) - Bestuursvoorzitter
"Hamaekers, Bastiaan Pieter Cornelis",P132525,1.0,NA,NA,Unisys (60388) - Bestuurder
"Besters, Jacob Coen",P122124,0.312,NA,NA,Provisum (5543) - Accountant<br />Ernst & Young (6085) - Bestuurder<br />Personeelspensioenfonds APG (2392) - Accountant
"Smeets, Lidwien Wilhelmien",P123088,1.0,NA,NA,RBS Nederland (60953) - Bestuurder
"Vriends, Johannes Petrus Marie",P129653,1.0,206,1145,Cosun (7777) - Bestuurder
"Herremans, Elis Jelle Sims",P131740,1.0,NA,NA,CRH (6065) - Bestuurder
"Moors, Jacques (Jacobus Mathias Josephus)",P126602,1.0,206,329,Zorg en Welzijn (44862) - Bestuurder
"Hoof, Hermann Wilhelm van",P130934,1.0,NA,NA,Legal & General (48965) - Bestuurder
"Zwaard, Pieter van der",P122507,1.0,206,153,Bloemen en Planten (60929) - Bestuurder
"Herder, Adriaan Jan den",P132150,1.0,206,940,Gasunie (36105) - Bestuurder
"Debrauwer, Hubertus Jasper Jozef",P115977,0.515,98,136,Woningcorporaties (20118) - Bestuurder<br />Coram (60082) - Bestuurder
"Merks, Martin",P111554,1.0,206,562,Recreatie (60799) - Bestuurder
"Doorn, Alfred Jan Antonie van",P114854,1.0,NA,NA,MSD (50051) - Bestuurder
"Beurskens, Godefridus Peter Franciscus",P115184,1.0,NA,NA,Smurfit Kappa Nederland (60806) - Bestuurder
"Meijer-Zaalberg, Marianne",P111121,1.0,206,1049,Bibliotheken (17687) - Voorzitter Raad van Toezicht
"Vedder - Wubben, Hendrika Cornelia Maria",P121873,1.0,206,334,Zorg en Welzijn (44862) - Bestuurder
"Knuttel, Maarten",P113419,1.0,206,963,Norit (3580) - Bestuurder
Boers,P130528,1.0,206,826,ING Bank CDC fonds (R127942) - Bestuurder
"Merckx, Michael Josef",P108148,1.0,NA,NA,Dow (48477) - Bestuurder
"Schaaf, Geert (Ger) van der",P100692,1.0,NA,NA,Fluor Nederland (60123) - Bestuurder
"Sipkema, Erik Nico",P126318,1.0,NA,NA,Invista (60911) - Bestuurder
"Veldhuizen- van der Bijl, Maria Bernardina van",P121506,0.503,133,54,"Bouwnijverheid (10547) - Bestuursvoorzitter<br />Schilders-, Afwerkings- en Glaszetbedrijf (10549) - Bestuursvoorzitter"
"Vesseur, Petrus Christoffel",P115661,1.0,206,109,Vleesindustrie (14311) - Bestuurder
"Pouwe, Mirjam Emma",P131160,1.0,206,932,Wolters Kluwer  (60540) - Bestuurder
"Beek, Jan van",P120395,0.958,197,98,Vleeswaren Prepensionering (60755) - Bestuurder<br />Vleesindustrie (14311) - Bestuurder
"Elst, Alex Jan van den",P103171,1.0,NA,NA,OWASE (43756) - Bestuurder
"Marée, Paulinus Antonius Maria",P104759,0.556,163,779,Transavia Grond- en Cabinepersoneel (M0003) - Bestuurder<br />Transavia vliegers (60304) - Bestuurder
"Vaan, Hendrikus Wilhelmus Theodorus de",P118043,0.282,64,120,Reisbranche (60709) - Bestuurder<br />Architectenbureaus (16534) - Bestuurder<br />Technische Groothandel Vroegpensioen (60788) - Bestuurder<br />TrueBlue (60896) - Bestuurder
"Baras, Nathalie Albine Julie",P108879,1.0,206,1027,TOTAL (32489) - Bestuurder
"Stolp, Emie Rene",P110854,1.0,NA,NA,Thales   (6004) - Bestuurder
"Ridder, Johannes Theodorus de",P106036,1.0,206,1092,Hoogovens (7044) - Bestuurder
"Bosma, Renault Herbert Peter",P104758,1.0,206,1134,Transavia vliegers (60304) - Bestuurder
"Ittmann, Cesar Willem",P112333,1.0,206,1192,Metro (47074) - Bestuurder
"Custers, Stephanus Maria Johannes",P121081,0.324,39,157,Meubelindustrie (12212) - Bestuurder<br />Houtverwerkende industrie (15629) - Bestuursvoorzitter<br />Spoorweg  (32) - Bestuurder
"Valley, Heinz Rudiger",P112620,1.0,206,765,Urenco (60592) - Bestuurder
"Kroft, Jeannette Johanna Cornelia van der",P128369,1.0,206,252,Bakkersbedrijf (10682) - Bestuurder
"Esschoten, Nicolaas van",P102644,1.0,206,976,Brocacef (50018) - Bestuurder
"Stegmann, Jurrianus Bernardus Johannes",P124840,1.0,206,663,Robeco (51180) - Bestuurder
"Stolk, Cornelis Jacob",P104158,1.0,NA,NA,Progress Unilever (60114) - Bestuursvoorzitter
"Schmidt, Aloysius Jozef Marie",P130914,0.647,187,518,Recreatie (60799) - Bestuurder<br />Horeca (32868) - Bestuurder
"Timmermans, Maike",P126113,1.0,206,632,Textielgoederen (60859) - Bestuurder
"Breugel, Cornelis Peter van",P123967,1.0,206,658,Robeco (51180) - Bestuurder
"Heuff, Eduard Roeland Robert",P102079,1.0,NA,NA,Staples (48375) - Bestuurder
"Eilers, Louis Ferdinand Maria",P108890,1.0,NA,NA,MSD (50051) - Bestuurder
"Jong, Pieter Jacob Siert de",P107182,1.0,NA,NA,Equens (46609) - Bestuurder
"Spek, Willem Arie van der",P105389,1.0,206,501,Media PNO  (1626) - Bestuurder
"Schuchner, Alfred Werner",P107170,1.0,206,692,TDF Botlek (60677) - Bestuurder
"Clercq Zubli, Klaus Jorgen de",P105707,1.0,NA,NA,Vitol Anker (60056) - Bestuurder
"Slager, Alfredus Mattheus Harmen",P111800,1.0,206,1175,Huisartsen  (1) - Bestuurder
"Boomgaard, Wim Peter",P125967,1.0,206,1060,Witteveen & Bos (60084) - Bestuurder
"Groeneveld, Annette",P103608,1.0,206,755,KLM-Cabinepersoneel (60109) - Bestuurder
"Goossens, Monique Thérése",P100809,1.0,206,397,Particuliere Beveiliging (60514) - Bestuurder
"Halkes, Richard Anthonius Petrus",P117534,1.0,NA,NA,Lloyd's Register (50560) - Bestuurder
"Brugman, Edwin René",P109715,1.0,206,973,Huisartsen in Opleiding (60910) - Bestuurder
"Visser, Josephus Adrianus Bernardus",P126701,1.0,206,1022,Transport (5580) - Bestuurder
"Bos, Mark Hendrik Robert",P107006,1.0,NA,NA,Buizerdlaan (60919) - Bestuurder
Spaan,P117622,1.0,206,1177,Ten Cate (60019) - Bestuurder
"Janssen, Hubertus Maria Eugenius",P100143,1.0,206,1001,Henkel (342) - Bestuursvoorzitter
"Scholing, Johannes Hendrik",P126271,1.0,NA,NA,Philips (900) - Bestuurder
"Grin, Willem",P107117,1.0,206,477,SABIC (60891) - Bestuurder
"Peters, Bastiaan Johannes Jacobus",P131183,1.0,NA,NA,GE Artesia Bank (2585) - Bestuurder
"Jaeger, Leopold Hendrikus Eduardus de",P132120,1.0,NA,NA,Kas Bank (4306) - Bestuurder
"Nieuwenhuize, Jannis Abraham",P118125,1.0,NA,NA,BP (60348) - Bestuurder
"Roberts, Mark Andres",P107748,1.0,NA,NA,BP (60348) - Bestuurder
"Dorrepaal, Johanna Margaretha",P105608,1.0,NA,NA,AT&T (60800) - Bestuurder
"Mol, Remco",P125899,1.0,NA,NA,Provisum (5543) - Bestuurder
"Dries, Harm",P120172,1.0,NA,NA,OWASE (43756) - Bestuurder
"Taalman, Petrus Johannes Lucia Maria",P111905,1.0,NA,NA,Dow (48477) - Bestuurder
"Raghoe, Rabinder Balkrishne",P131484,1.0,206,1114,Achmea (60917) - Bestuurder
"Stoel, Herma Jacoba van der",P131028,1.0,NA,NA,Lucht- en Ruimtevaartlaboratorium (2931) - Bestuurder
"Beer, Ids Johan Martin de",P110534,1.0,206,1062,Witteveen & Bos (60084) - Bestuurder
"Peters, Pepijn Hubert Willem Maarten",P116910,1.0,206,448,Tandtechniek (42469) - Bestuurder
"Penders, Henri Joseph Paul",P121248,0.266,22,123,"Media PNO  (1626) - Lid Raad van Toezicht<br />Schoonmaak- en Glazenwassers (42937) - Bestuursvoorzitter<br />Atos Origin (60561) - Bestuursvoorzitter<br />Schilders-, Afwerkings- en Glaszetbedrijf (10549) - Voorzitter Raad van Toezicht"
"Veer, Corneille Jean Marie de",P104654,1.0,206,187,ABP (30) - Bestuurder
"Deursen, Ineke Huberdina Maria van",P123007,1.0,NA,NA,Givaudan (60942) - Bestuursvoorzitter
"Veldink, Laurens",P113159,0.952,193,718,ING Bank CDC fonds (R127942) - Bestuurder<br />NN CDC fonds (R127943) - Bestuurder
"Biezen, Olaf van",P126998,1.0,206,441,Houthandel (10559) - Bestuurder
"Hettema, Kornelis Tetman",P128337,1.0,NA,NA,Vredestein Banden (60921) - Bestuurder
"Heuvel, Jan Jeroen van den",P129771,1.0,206,348,Houtverwerkende industrie (15629) - Bestuurder
"Kortbeek, Michaël",P118905,1.0,206,305,Metaal en Techniek (PMT) (10557) - Bestuurder
"Schuiteman, Jan Martin",P106437,NA,NA,NA,Gomacon (60732) - Bestuurder
"Beijert, Arjan",P109187,1.0,NA,NA,Astellas Fut (60641) - Bestuurder<br />Astellas (60553) - Bestuurder
"Fraterman, Albert",P107717,1.0,206,686,Kunststof- en Rubber (33708) - Bestuurder
"Kragten, Robertus Jacobus Jozef",P110378,1.0,206,298,Pensioenfederatie (12345) - Bestuurder
"Mastenbroek, Johannes Petrus",P131843,1.0,206,475,SABIC (60891) - Bestuurder
"Wuffel, Charles Theodorus de",P120220,0.491,126,104,Waterbouw (14400) - Lid Raad van Toezicht<br />Kappersbedrijf (44380) - Bestuurder
"Schmidt, Dick Philip",P103289,1.0,206,1066,TNO (692) - Bestuursvoorzitter
"Eisma, Sjoerd Eise",P121594,1.0,NA,NA,HAL (2776) - Bestuurder
"Guis, Jacobus",P130963,1.0,NA,NA,Sanoma (60873) - Bestuurder
"Atema, Jochem",P118157,1.0,206,223,Wonen (44381) - Bestuurder
"Duyzer, Jan Willem",P116746,1.0,NA,NA,Loodsen  (12) - Bestuursvoorzitter
"Schreuder, Hendrik Jozef",P104773,1.0,206,1173,Huisartsen  (1) - Bestuurder
"Punt, Leendert Willem",P111500,1.0,NA,NA,NIBC (7065) - Bestuursvoorzitter
"Buiten, Ellen van",P109012,1.0,206,817,TDV (47985) - Bestuurder
"Straalen, Renatus Gijsbertus Johannes van",P129861,1.0,206,668,Remia (60291) - Bestuurder
"Lege, Bastiaan Adriaan de",P102558,1.0,206,241,Detailhandel (47678) - Bestuurder
"Oudejans, Ireneus Maria",P110766,1.0,206,936,Gasunie (36105) - Bestuurder
"Maas, Johannes Petrus Jozef",P121303,1.0,NA,NA,Excedent 1987 (60448) - Bestuurder
"Minnesma, Annemarie",P112800,1.0,206,799,Albemarle (60920) - Bestuurder
"Jong-Nonner, Anna de",P102889,1.0,206,936,Gasunie (36105) - Bestuurder
"Vervark - Straathof, Monica Helena Cornelia",P130957,1.0,NA,NA,Heineken (1757) - Bestuurder
"Zelfde, Anne van 't",P120673,1.0,206,70,KPN (60767) - Bestuurder
"Corver, Antonius Willem Maria",P104561,1.0,206,950,ARCADIS Nederland (2607) - Bestuurder
"Rijks, Geerten Steef",P132351,1.0,NA,NA,Lloyd's Register (50560) - Bestuurder
"Sieben-van de Graaf, Corneliske Theodora",P127113,1.0,206,1204,Towers Watson (60527) - Bestuurder
"Nijssen, Daniël Bavo Maria",P110116,1.0,206,754,KLM-Cabinepersoneel (60109) - Bestuurder
"Zwan, Arend van der",P118630,1.0,206,283,Rijn- en Binnenvaart (20117) - Bestuurder
"Klinken, Marvin Oliver Roman van",P110587,1.0,NA,NA,Will Niemeijer (13579) - Bestuurder
"Klaassen, Willem Frederik Engelbertus (Wilfred) mr",P113607,1.0,206,998,Henkel (342) - Bestuurder
"Bunicich, Bob",P122181,1.0,206,782,Mercer (6102) - Bestuurder
"Boer, Siemon-Jan",P106230,1.0,206,905,Sportfondsen (90) - Bestuurder
"Brandenburg, Johannes Bernardus Maria van",P120048,1.0,206,1150,AVIKO (60883) - Bestuurder
"Schets, Theresia Fransisca Maria",P116948,1.0,206,398,Schoonmaak- en Glazenwassers (42937) - Bestuurder
"Kortekaas, Sander",P131536,1.0,206,1107,Huysman (102) - Bestuurder
"Laan, Irene Maria",P123623,1.0,206,1040,Deloitte (42569) - Bestuurder
"Vries, Gerrit de",P113821,1.0,NA,NA,Hagee (4654) - Bestuurder
"Koole, Paul",P109509,1.0,NA,NA,BP (60348) - Bestuurder
"Bouwman, Wilhelmus Joseph Franciscus Gerardus",P125706,1.0,206,1197,Heinz (7158) - Bestuurder
"Manning, Robert Philippe",P113223,0.484,186,463,Textielgoederen (60859) - Lid Raad van Toezicht<br />Sigarenindustrie (10560) - Lid Raad van Toezicht
"Vermeulen, Paulus Maria Silvester",P118678,1.0,206,888,Accountancy (37678) - Bestuurder
"Faber, Frank Frederik",P104588,1.0,206,345,Houtverwerkende industrie (15629) - Bestuurder
"Meurs, Adrianus Everhardus",P128659,1.0,NA,NA,Buizerdlaan (60919) - Bestuurder
"Ebbers, Marcus Henrikus Bernardus",P109186,1.0,206,749,Getronics (60376) - Bestuurder
"Bijkerk, Peter Jacobus",P130409,0.667,NA,NA,Buizerdlaan (60919) - Bestuurder<br />Allianz Nederland (46210) - Bestuurder
"Simons, Maria Henriëtte Adriana Catharina Joanna",P125955,1.0,206,313,Metalektro (PME) (10542) - Bestuurder
"Datthijn, Alexander Jacobus Josephus",P126404,1.0,206,805,De Hoop (6184) - Bestuurder
"Clooster Barones Sloet tot Everlo, Angénis Rudolphine Reynira Machteld van den",P131677,1.0,206,655,IKEA (60933) - Bestuurder
"Beetsma, Roel Maria Wilhelmus Jozef",P114170,1.0,206,244,Detailhandel (47678) - Lid Raad van Toezicht
"Werken, Teuni Adriana van de",P127444,1.0,206,1142,Cosun (7777) - Bestuurder
"Blokhuis, Berend",P111335,1.0,NA,NA,Vredestein Banden (60921) - Bestuurder
"Boogaerdt, Cornelis Johannes",P103942,1.0,206,73,KPN (60767) - Bestuurder
"Frijlink, Paul",P115331,1.0,206,894,Accountancy (37678) - Bestuurder
"Reeuwijk, Hendrik Arie van",P130525,1.0,206,993,Mn Services (608) - Lid Raad van Toezicht
"Sutherland, John Eric",P110942,1.0,NA,NA,Hewlett-Packard (60216) - Bestuurder
"Hoog, Bastiaan Arend de",P103685,1.0,NA,NA,Fluor Nederland (60123) - Bestuurder
"Hulsegge, Marcel",P111543,1.0,206,311,Metaal en Techniek (PMT) (10557) - Bestuurder
"Groot, Peter de",P130351,0.333,27,40,Woningcorporaties (20118) - Lid Raad van Toezicht<br />ABP  (30) - Lid Raad van Toezicht<br />Nederlandsche Bank (7837) - Lid Raad van Toezicht
"Veldt, Otto",P111603,1.0,206,547,Zorgverzekeraars (23361) - Bestuurder
"Wijngaarden, Arend van",P121177,1.0,206,298,Pensioenfederatie (12345) - Bestuurder
"Vogelaar, Jan",P105645,1.0,206,288,Rijn- en Binnenvaart (20117) - Bestuurder
"Pater, Johan Jacob",P116644,1.0,206,1153,AVIKO (60883) - Bestuurder
"Kokkedee, Willem (Wim)",P107704,1.0,NA,NA,AHOLD (60397) - Bestuurder
"Groenewoud, Jacobus",P123563,0.516,157,55,Bloemen en Planten (60929) - Lid Raad van Toezicht<br />Groothandel (42049) - Lid Raad van Toezicht
"Kraan, Marco",P114137,1.0,NA,NA,Staples (48375) - Bestuurder
"Veenhuis, Klaas Jan",P104072,1.0,NA,NA,General Electric  (60944) - Bestuurder
"Reenen, Cornelis Wouter (Kees) van",P116274,1.0,NA,NA,Deutsche Bank Nederland (3062) - Bestuurder
"Jansen, Joseph Antoon Marie",P113809,1.0,206,526,Zeevisserij (36945) - Bestuurder
"Leisink, Leonardus Carolus Maria",P109450,0.368,142,106,"Meubelindustrie (12212) - Bestuurder<br />Houthandel (10559) - Bestuurder<br />Schilders-, Afwerkings- en Glaszetbedrijf (10549) - Bestuurder"
"Jansen, Adrianus Petrus Maria",P132332,1.0,206,840,Xerox (60793) - Bestuurder
"Lustgraaf-Wielens, Maria Josephina Geertruida van de",P112062,1.0,206,812,Apothekers (4) - Bestuurder
"Verplancke, Arnoldus Maria",P120569,1.0,206,746,Grafische Bedrijven (PGB) (14089) - Bestuurder
"Schuurhuis, Evert",P131169,1.0,206,406,Zoetwarenindustrie (32436) - Bestuurder
"Leeuwen, Abraham van",P121627,1.0,NA,NA,Telegraaf (11492) - Bestuurder
"Hol, Franciscus Aloysius Gemma",P120138,1.0,206,547,Zorgverzekeraars (23361) - Bestuurder
"Rutten, Gerard",P118435,1.0,206,297,Pensioenfederatie (12345) - Bestuurder
"Brink, Johannes Gerardus Adrianus van den",P121406,0.529,131,230,Groothandel (42049) - Bestuurder<br />Zorgverzekeraars (23361) - Bestuurder
"Koene, Rudolf Sjoerd",P108507,1.0,NA,NA,Cindu International (5087) - Bestuurder
"Herpen, Joseph Paulus Onésimus Maria van",P107643,1.0,206,75,KPN (60767) - Bestuurder
"Luiken, Eddy",P129764,1.0,206,1008,SCA Hygiene (60777) - Bestuurder
"Dröge, Ronaldus Nicolaas",P117218,1.0,NA,NA,Alcatel-Lucent (60607) - Bestuurder
"Poort, Mark",P114777,1.0,206,827,Randstad (44057) - Bestuurder
"Vermin, Leonardus Petrus Antonius",P103306,1.0,NA,NA,Deutsche Bank Nederland (3062) - Bestuurder
"Schelvis, Petrus Maria (Peter)",P120267,1.0,206,472,KLM Algemeen (2199) - Bestuurder
"Ars, Rinus",P117016,1.0,NA,NA,McCain (60661) - Bestuurder
"Niekerk, Nicolaas Clemens Maria van",P118716,1.0,206,866,Notarieel (29) - Voorzitter Raad van Toezicht
"Dorn, Petrus Gerardus Henricus Maria",P117922,1.0,206,480,SABIC (60891) - Bestuurder
"Sibinga, Petrus Gerhardus",P116081,1.0,NA,NA,RBS Nederland (60953) - Bestuurder
"Jansen, Wilhelmus Cornelis Andreas Antonius",P123736,1.0,NA,NA,Sligro (60834) - Bestuurder
"Klink, van",P117390,1.0,NA,NA,Chevron (5032) - Bestuurder
"Meijer, W.B.",P118403,1.0,NA,NA,Cindu International (5087) - Bestuurder
"Alderlieste, Marco Erwin Pim",P113992,1.0,NA,NA,Cindu International (5087) - Bestuurder
"Groot, Adriaan de",P100679,1.0,NA,NA,Lucht- en Ruimtevaartlaboratorium (2931) - Bestuurder
"Leeuwen, Johannes van",P127544,1.0,206,1104,Huysman (102) - Bestuurder
"Renirie, Johannes Emenuel Robertus",P110125,1.0,206,574,TNT express (R128839) - Bestuurder
"Snoek, Herman",P110396,1.0,NA,NA,Grontmij (8416) - Bestuurder
"Zee, Hendrikus Cornelis Bernardinus van der",P107282,1.0,206,984,APF (7781) - Bestuurder
"Minnen, Jeroen Dominicus Antonius van der",P129122,1.0,NA,NA,AT&T (60800) - Bestuurder
"Jansen, Adrianus Johannes Maria",P132432,1.0,206,629,Textielgoederen (60859) - Bestuurder
"Pol, Kick van de",P120723,1.0,206,296,Pensioenfederatie (12345) - Bestuursvoorzitter
"Merlijn, Elisabeth Wilhelmina Maria",P106242,1.0,206,326,Zorg en Welzijn (44862) - Bestuurder
"Willems, Martinus Petrus Cornelius Maria (Martijn)",P108498,1.0,206,994,Mn Services (608) - Bestuurder
"Dijk, Pieter Riemer van",P102334,0.467,NA,NA,Smurfit Nederland (60713) - Bestuursvoorzitter<br />Smurfit Kappa Nederland (60806) - Bestuurder
"Nord, Jan-Olov",P118723,1.0,NA,NA,Citigroup (41098) - Bestuurder
"Lith, Jacobus Adrianus Josephus Maria van",P118117,1.0,206,566,Mars (34780) - Bestuurder
"Boer, Herman Jacob",P105961,1.0,206,413,Co-op (7842) - Bestuurder
"Meulmeester, Leenderd Johannes",P127210,1.0,206,283,Rijn- en Binnenvaart (20117) - Bestuurder
"Covers, Folquinus Julius Carl",P120585,0.481,144,464,Elsevier (50052) - Mede-beleidsbepaler<br />Robeco (51180) - Lid Raad van Toezicht
"Niemantsverdriet, Marten Peter",P114404,1.0,NA,NA,Trespa (60887) - Bestuurder
"Plaisier, Gerrit",P101077,1.0,206,1187,Huntsman Rozenburg (4343) - Bestuurder
